travelCode,userCode,price,time,distance,from_Brasilia (DF),from_Campo Grande (MS),from_Florianopolis (SC),from_Natal (RN),from_Recife (PE),from_Rio de Janeiro (RJ),from_Salvador (BH),from_Sao Paulo (SP),to_Brasilia (DF),to_Campo Grande (MS),to_Florianopolis (SC),to_Natal (RN),to_Recife (PE),to_Rio de Janeiro (RJ),to_Salvador (BH),to_Sao Paulo (SP),flightType_firstClass,flightType_premium,agency_FlyingDrops,agency_Rainbow
71048,689,538.95,0.67,257.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
71049,689,829.91,1.26,486.52,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
71049,689,513.06,1.26,486.52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
71050,689,1389.37,1.69,650.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
71050,689,1581.8,1.69,650.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
71051,689,1684.14,1.46,562.14,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
71051,689,693.51,1.46,562.14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
71052,689,660.25,0.65,250.68,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
71052,689,541.59,0.65,250.68,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
71053,689,611.4,0.46,176.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
71053,689,549.96,0.46,176.33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
71054,689,488.57,0.85,327.55,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
71054,689,623.33,0.85,327.55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
71055,689,1499.93,2.1,808.85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
71055,689,1574.28,2.1,808.85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
71056,689,470.16,0.65,250.68,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
71056,689,411.05,0.65,250.68,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
71057,689,429.77,0.58,222.67,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
71057,689,301.51,0.58,222.67,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71058,689,686.79,1.43,550.69,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
71058,689,726.19,1.43,550.69,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
71059,689,793.27,1.04,401.66,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
71059,689,358.62,1.04,401.66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
71060,689,548.62,1.11,425.98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
71060,689,721.2,1.11,425.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71061,689,1114.09,1.04,401.66,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
71061,689,513.47,1.04,401.66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
71062,689,1289.31,1.85,710.57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
71062,689,970.32,1.85,710.57,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
71063,689,602.49,1.44,555.74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
71063,689,663.23,1.44,555.74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71064,689,548.62,1.11,425.98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
71064,689,721.2,1.11,425.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71065,689,919.89,1.43,550.69,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
71065,689,1107.52,1.43,550.69,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
71066,689,943.36,2.16,830.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
71066,689,826.02,2.16,830.86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
71067,689,1464.89,1.26,486.52,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
71067,689,954.78,1.26,486.52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
71068,689,1100.85,1.55,595.03,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
71068,689,991.04,1.55,595.03,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
71069,689,530.03,0.85,327.55,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
71069,689,583.17,0.85,327.55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
71070,689,1124.11,1.44,555.74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
71070,689,1166.1,1.44,555.74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
71071,689,1400.35,1.04,401.66,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
71071,689,667.0,1.04,401.66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
71072,689,730.43,1.02,392.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
71072,689,1186.15,1.02,392.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
71073,689,1289.05,2.16,830.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
71073,689,1247.02,2.16,830.86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
71074,689,1684.14,1.46,562.14,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
71074,689,693.51,1.46,562.14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
71075,689,1114.09,1.04,401.66,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
71075,689,513.47,1.04,401.66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
71076,689,846.03,0.86,331.89,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
71076,689,645.44,0.86,331.89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
71077,689,380.32,0.46,176.33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
71077,689,301.61,0.46,176.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71078,689,335.16,0.44,168.22,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
71078,689,375.51,0.44,168.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
71079,689,393.84,0.67,257.81,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
71079,689,533.8,0.67,257.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
71080,689,1118.61,1.04,401.66,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
71080,689,531.49,1.04,401.66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
71081,689,549.96,0.46,176.33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
71081,689,611.4,0.46,176.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
71082,689,1684.14,1.46,562.14,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
71082,689,693.51,1.46,562.14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
71083,689,1189.86,1.55,597.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
71083,689,1386.46,1.55,597.61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
71084,689,875.41,1.44,555.74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
71084,689,932.22,1.44,555.74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
71085,689,611.59,0.46,176.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
71085,689,577.71,0.46,176.33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
71086,689,602.12,0.67,257.81,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
71086,689,698.1,0.67,257.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
71087,689,752.27,1.02,392.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
71087,689,1159.84,1.02,392.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
71088,689,1092.94,0.86,331.89,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
71088,689,701.43,0.86,331.89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
71089,689,668.19,0.44,168.22,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
71089,689,684.65,0.44,168.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
71090,689,697.51,1.43,550.69,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
71090,689,791.66,1.43,550.69,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71091,689,332.1,0.46,176.33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71091,689,361.68,0.46,176.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71092,689,959.79,1.85,710.57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
71092,689,690.89,1.85,710.57,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
71093,689,1315.97,1.85,710.57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
71093,689,1001.42,1.85,710.57,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
71094,689,756.3,1.02,392.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
71094,689,1269.73,1.02,392.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
71095,689,1007.72,1.55,597.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
71095,689,1091.21,1.55,597.61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
71096,689,873.07,1.84,709.37,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
71096,689,726.95,1.84,709.37,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71097,689,1190.94,1.55,597.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
71097,689,1381.55,1.55,597.61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
71098,689,630.34,1.02,392.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
71098,689,906.59,1.02,392.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
71099,689,750.92,1.69,650.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
71099,689,886.9,1.69,650.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71100,689,774.57,1.55,595.03,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
71100,689,677.1,1.55,595.03,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71101,689,1289.05,2.16,830.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
71101,689,1247.02,2.16,830.86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
71102,689,602.49,1.44,555.74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
71102,689,663.23,1.44,555.74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71103,689,1684.05,2.16,830.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
71103,689,1531.92,2.16,830.86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
71104,689,879.87,0.85,327.55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
71104,689,701.29,0.85,327.55,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
71105,689,586.06,0.67,257.81,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
71105,689,750.0,0.67,257.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
71106,689,744.11,0.58,222.67,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
71106,689,669.83,0.58,222.67,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
71107,689,447.53,0.44,168.22,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
71107,689,536.98,0.44,168.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
71108,689,1387.89,1.69,650.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
71108,689,1545.78,1.69,650.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
71109,689,1573.5,1.26,486.52,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
71109,689,980.83,1.26,486.52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
71110,689,793.27,1.04,401.66,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
71110,689,358.62,1.04,401.66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
71111,689,1464.89,1.26,486.52,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
71111,689,954.78,1.26,486.52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
71112,689,479.37,0.46,176.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
71112,689,427.25,0.46,176.33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
71113,689,744.11,0.58,222.67,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
71113,689,669.83,0.58,222.67,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
71114,689,1499.93,2.1,808.85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
71114,689,1574.28,2.1,808.85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
71115,689,686.79,1.43,550.69,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
71115,689,726.19,1.43,550.69,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
71116,689,1387.89,1.69,650.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
71116,689,1545.78,1.69,650.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
71117,689,595.09,0.44,168.22,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
71117,689,644.16,0.44,168.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
71118,689,774.57,1.55,595.03,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
71118,689,677.1,1.55,595.03,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71119,689,756.3,1.02,392.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
71119,689,1269.73,1.02,392.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
71120,689,1367.6,1.46,562.14,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
71120,689,577.76,1.46,562.14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
71121,689,427.25,0.46,176.33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
71121,689,479.37,0.46,176.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
71122,689,446.73,1.02,392.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
71122,689,647.9,1.02,392.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
71123,689,884.4,1.84,709.37,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
71123,689,780.68,1.84,709.37,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
71124,689,488.57,0.85,327.55,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
71124,689,623.33,0.85,327.55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
71125,689,752.27,1.02,392.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
71125,689,1159.84,1.02,392.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
71126,689,549.96,0.46,176.33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
71126,689,611.4,0.46,176.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
71127,689,727.31,0.67,257.81,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
71127,689,904.0,0.67,257.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
71128,689,1375.48,1.55,595.03,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
71128,689,1187.1,1.55,595.03,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
71129,689,577.71,0.46,176.33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
71129,689,611.59,0.46,176.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
71130,689,1020.42,0.85,327.55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
71130,689,946.36,0.85,327.55,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
71131,689,875.41,1.44,555.74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
71131,689,932.22,1.44,555.74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
71132,689,1289.31,1.85,710.57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
71132,689,970.32,1.85,710.57,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
71133,689,1387.89,1.69,650.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
71133,689,1545.78,1.69,650.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
71134,689,604.14,1.44,555.74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
71134,689,684.88,1.44,555.74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71135,689,743.54,1.69,650.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
71135,689,877.56,1.69,650.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71136,689,1533.42,1.26,486.52,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
71136,689,883.63,1.26,486.52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
71137,689,335.16,0.44,168.22,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
71137,689,375.51,0.44,168.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
71138,689,647.9,1.02,392.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
71138,689,446.73,1.02,392.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
71139,689,429.77,0.58,222.67,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
71139,689,301.51,0.58,222.67,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71140,689,625.5,0.86,331.89,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
71140,689,452.56,0.86,331.89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
71141,689,742.94,0.67,257.81,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
71141,689,893.65,0.67,257.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
71142,689,932.87,0.85,327.55,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
71142,689,1148.78,0.85,327.55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
71143,689,438.74,0.44,168.22,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
71143,689,441.34,0.44,168.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
71144,689,472.72,1.11,425.98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
71144,689,654.88,1.11,425.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71145,689,335.16,0.44,168.22,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
71145,689,375.51,0.44,168.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
71146,690,947.95,1.46,562.14,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
71146,690,426.91,1.46,562.14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
71147,690,922.87,1.85,710.57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
71147,690,659.8,1.85,710.57,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
71148,690,1289.31,1.85,710.57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
71148,690,970.32,1.85,710.57,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
71149,690,576.66,0.46,176.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
71149,690,598.61,0.46,176.33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
71150,690,730.43,1.02,392.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
71150,690,1186.15,1.02,392.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
71151,690,1102.93,1.55,595.03,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
71151,690,998.18,1.55,595.03,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
71152,690,898.46,1.43,550.69,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
71152,690,1067.3,1.43,550.69,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
71153,690,1189.86,1.55,597.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
71153,690,1386.46,1.55,597.61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
71154,690,549.96,0.46,176.33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
71154,690,611.4,0.46,176.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
71155,690,1021.53,1.69,650.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
71155,690,1215.45,1.69,650.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
71156,690,1165.99,1.84,709.37,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
71156,690,1128.51,1.84,709.37,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
71157,690,1573.5,1.26,486.52,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
71157,690,980.83,1.26,486.52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
71158,690,335.16,0.44,168.22,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
71158,690,375.51,0.44,168.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
71159,690,1315.97,1.85,710.57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
71159,690,1001.42,1.85,710.57,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
71160,690,1212.58,1.84,709.37,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
71160,690,1114.55,1.84,709.37,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
71161,690,1391.6,1.55,595.03,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
71161,690,1297.49,1.55,595.03,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
71162,690,806.91,0.58,222.67,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
71162,690,628.96,0.58,222.67,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
71163,690,806.91,0.58,222.67,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
71163,690,628.96,0.58,222.67,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
71164,690,898.46,1.43,550.69,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
71164,690,1067.3,1.43,550.69,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
71165,690,1118.61,1.04,401.66,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
71165,690,531.49,1.04,401.66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
71166,690,1289.05,2.16,830.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
71166,690,1247.02,2.16,830.86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
71167,690,697.51,1.43,550.69,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
71167,690,791.66,1.43,550.69,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71168,690,1119.47,1.44,555.74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
